Listing ID,Name,Airbnb URL,Latitude,Longitude,Google Maps URL,Property Type,Room Type,Bedrooms,Bathrooms,Accommodates,Rating (out of 100),Reviews,Host ID,Host Name,Host Listings Count,Minimum Nights,Cancellation Policy,Cleaning Fee (USD),Extra People Fee (USD),Avg Daily Rate LTM (USD),Avg Occupancy Rate LTM (%),Annual Revenue LTM (USD),Revenue Potential (USD),Active Days LTM,Number of Bookings LTM,Allows Pets,Has License,License,Added On,Last Seen,LTM Performance Last Updated,Amenities - Parking,Amenities - Hot Tub,Amenities - Gym,Amenities - Pets,Amenities - Dryer,Amenities - Washer,Amenities - Pool,Amenities - Kitchen,Amenities - AC,Amenities - WiFi,Amenities - Heating,Amenities - TV,Amenities - BBQ Grill,Amenities - Fireplace,Amenities - Breakfast,Amenities - Beachfront,Amenities - Amazing Views,Booking.com URL,VRBO URL,Photo URL
839665971467669779,Marina View Lovely cozy 1BR Apt,https://airbnb.com/rooms/839665971467669779,23.63051,58.26363,"https://www.google.com/maps?q=23.63051,58.26363",Entire rental unit,entire_home,1,2,4,90,71,434715654,TheFlat,,1,f,39,0,114,64,23995,27115,323,11,,f,,5/22/2023,1/16/2026,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,,,https://a0.muscache.com/im/pictures/miso/Hosting-839665971467669779/original/50daff35-f09f-452c-8b6d-1315e24d5688.jpeg?aki_policy=large
1284580495897680179,"#➊ Near Airport, Pool, Gym",https://airbnb.com/rooms/1284580495897680179,23.602,58.243,"https://www.google.com/maps?q=23.602,58.243",Entire rental unit,entire_home,1,1,4,90,33,127073037,Haitham,,1,-1,,,87,50,14007,15878,322,25,,f,,11/12/2024,9/5/2025,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1284580495897680179/original/0c1b20bc-376a-4816-97f0-93ee4c799126.jpeg?aki_policy=large
1090591213708293665,Rest-Inn Spacious two bedroom apartments,https://airbnb.com/rooms/1090591213708293665,23.582,58.396,"https://www.google.com/maps?q=23.582,58.396",Entire rental unit,entire_home,2,2,5,70,10,560428480,Rabih,,1,f,0,,55,55,9710,11041,321,17,0,f,,2/27/2024,5/9/2025,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1090591213708293665/original/cae559fd-8ccb-44f5-9ce1-aa09c6638211.jpeg?aki_policy=large
1057039100812762980,"Al Dhalal Farm Villa, Seaside Haven with Pools",https://airbnb.com/rooms/1057039100812762980,23.676,58.196,"https://www.google.com/maps?q=23.676,58.196",Farm stay,entire_home,3,5,10,90,8,424636830,Mohsin,,1,m,0,,195,44,27456,31317,320,21,,f,,1/16/2024,1/16/2026,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-1057039100812762980/original/1bd89e04-9e0e-4655-b020-a7ae7f5d649d.jpeg?aki_policy=large
1110694973842480212,clean house,https://airbnb.com/rooms/1110694973842480212,23.6165,58.25242,"https://www.google.com/maps?q=23.6165,58.25242",Private room in rental unit,private_room,17,1,4,70,3,566671234,Ali,,1,f,0,,31,17,1671,1924,317,38,0,f,,4/16/2024,1/30/2025,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1110689570466338072/original/781fd754-bb82-45ea-b6dc-8a2f5a43cbf4.jpeg?aki_policy=large
32947837,Four-poster bedroom suite in a fishing village.,https://airbnb.com/rooms/32947837,23.59541,58.60486,"https://www.google.com/maps?q=23.59541,58.60486",Private room in home,private_room,1,9,2,0,0,19026113,Sami,1,2,s,0,,197,18,11099,12943,313,37,0,f,,,1/16/2026,,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,,,https://a0.muscache.com/im/pictures/3a78623f-4fa6-4e08-b570-4dd83e7d9bc5.jpg?aki_policy=large
1038945445819714836,cozy home in ideal location,https://airbnb.com/rooms/1038945445819714836,23.60812,58.54612,"https://www.google.com/maps?q=23.60812,58.54612",Private room in rental unit,private_room,1,2,2,90,15,549250198,Mahad,,1,f,0,16,21,47,3079,3602,312,27,0,f,,12/19/2023,1/16/2026,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,,,https://a0.muscache.com/im/pictures/b1f16af7-12e0-4161-9d00-078afcaa04d0.jpg?aki_policy=large
46309298,Private Apt + King Bed + Wifi + BeIN TV + Parking~,https://airbnb.com/rooms/46309298,23.59644,58.39148,"https://www.google.com/maps?q=23.59644,58.39148",Entire rental unit,entire_home,2,2,4,100,88,6232201,Loay,3,2,m,57,,65,97,19578,23353,306,5,0,f,,,1/16/2026,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/b7047521-88af-4347-9d7b-cd98bb67d128.jpg?aki_policy=large
1113807639703832228,Deluxe Apartment,https://airbnb.com/rooms/1113807639703832228,23.579,58.338,"https://www.google.com/maps?q=23.579,58.338",Entire rental unit,entire_home,1,2,2,90,18,567228378,Mohammed,,1,m,0,,67,55,11239,13450,305,16,0,f,,4/16/2024,5/9/2025,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1113807639703832228/original/98f297c2-f00f-4adf-80da-3e49f731177f.jpeg?aki_policy=large
1118155643375186422,Arabian Night Nook - Oasis Haven,https://airbnb.com/rooms/1118155643375186422,23.622,58.487,"https://www.google.com/maps?q=23.622,58.487",Private room in villa,private_room,1,1,4,100,7,493609593,Majid,,1,f,0,,53,60,9699,11607,305,34,,f,,4/9/2024,1/16/2026,,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1118155643375186422/original/79854e47-297f-42ec-8b7e-45f28a740056.jpeg?aki_policy=large
1151370528211548425,safeer international,https://airbnb.com/rooms/1151370528211548425,23.586,58.423,"https://www.google.com/maps?q=23.586,58.423",Entire guesthouse,entire_home,2,2,6,0,2,576293539,Sih,,1,-1,,,69,24,5051,6045,305,34,0,f,,7/16/2024,1/16/2026,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-1151370528211548425/original/a9a4d250-80df-493f-8e7e-d29320061035.jpeg?aki_policy=large
1114549454432464888,"Warm, cozy family ambiance",https://airbnb.com/rooms/1114549454432464888,23.597,58.398,"https://www.google.com/maps?q=23.597,58.398",Private room in rental unit,private_room,1,1,2,0,1,550663930,Nancy,,1,s,0,,44,38,5100,6103,305,30,0,f,,3/26/2024,1/16/2026,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1114549454432464888/original/77566a95-9466-4348-aa5a-da8e6161a92b.jpeg?aki_policy=large
905287,"2 min. walk from Muttrah's Waterfront ""Corniche""",https://airbnb.com/rooms/905287,23.62425,58.55994,"https://www.google.com/maps?q=23.62425,58.55994",Entire rental unit,entire_home,1,1,2,100,423,4709017,Mohammed,1,1,f,0,25,65,48,9485,11388,304,18,0,f,,,1/16/2026,,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,,,https://a0.muscache.com/im/pictures/e88b6d69-e6e7-49e9-817a-b9fd5f9955b6.jpg?aki_policy=large
16988031,villa in the wave muscat,https://airbnb.com/rooms/16988031,23.63,58.266,"https://www.google.com/maps?q=23.63,58.266",Entire home,entire_home,2,3,4,100,81,106788305,Naseer,1,1,f,13,0,196,56,33562,40296,304,15,,f,,,1/16/2026,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,https://a0.muscache.com/im/pictures/97332df9-588e-4ca2-8fe3-43fe05549a5f.jpg?aki_policy=large
653385090371552553,Cozy Marsa 2 b - 5 min for Airport,https://airbnb.com/rooms/653385090371552553,23.62822,58.26945,"https://www.google.com/maps?q=23.62822,58.26945",Entire condo,entire_home,1,1,4,100,55,434715654,TheFlat,,1,f,52,130,135,87,36329,43619,304,12,,f,,1/17/2023,1/16/2026,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/a61e8941-7604-4294-b325-91c657c9187c.jpg?aki_policy=large
1171675909390074911,Comfortable/Clean and Affordable Place - 1798,https://airbnb.com/rooms/1171675909390074911,23.5942,58.44189,"https://www.google.com/maps?q=23.5942,58.44189",Private room in home,private_room,1,1,3,90,12,45785295,Vincent,,1,-1,,8,19,60,3466,4161,304,21,,f,,6/25/2024,1/16/2026,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1171675909390074911/original/2b58d1c2-86eb-4572-8262-6710bfe7acc5.jpeg?aki_policy=large
1069718077185657444,Marhaba Retreats,https://airbnb.com/rooms/1069718077185657444,23.594,58.408,"https://www.google.com/maps?q=23.594,58.408",Entire rental unit,entire_home,1,2,3,100,8,546278070,Susy,,1,f,0,,79,58,13929,16724,304,10,0,f,,1/30/2024,8/12/2025,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1069718077185657444/original/31d4df30-16cb-4955-82a9-4c81ad5411f7.jpeg?aki_policy=large
1063498605028398735,Marine Garden apartment Almouj,https://airbnb.com/rooms/1063498605028398735,23.63007,58.2734,"https://www.google.com/maps?q=23.63007,58.2734",Entire rental unit,entire_home,1,1,3,100,8,236232082,Ibrahim,,1,f,0,,112,32,10895,13081,304,33,0,f,,2/27/2024,1/16/2026,,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1063498605028398735/original/61098319-3a6d-45ec-954f-c84cbc60cac0.jpeg?aki_policy=large
48956841,Majan Stunning Omani House Near Souq Mutrah,https://airbnb.com/rooms/48956841,23.61993,58.56798,"https://www.google.com/maps?q=23.61993,58.56798",Private room in home,private_room,1,1,4,90,8,391816755,Fort,4,1,f,0,,90,80,21888,26280,304,12,0,f,,1/6/2022,1/16/2026,,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-48956841/original/9ff8b32c-548b-443d-872e-f91340efa9e0.jpeg?aki_policy=large
1073194273018222045,شقة سكوير الهادئه,https://airbnb.com/rooms/1073194273018222045,23.583,58.392,"https://www.google.com/maps?q=23.583,58.392",Entire rental unit,entire_home,2,2,5,0,2,514226318,Mohamed Salim Said,,1,f,0,,62,48,9047,10862,304,26,0,f,,2/6/2024,6/6/2025,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1073194273018222045/original/a1ccbb62-1665-426b-9957-7c2bbd36914d.jpeg?aki_policy=large
1044149950846560372,مسقط بوشر شارع المها رملة بوشر,https://airbnb.com/rooms/1044149950846560372,23.578,58.419,"https://www.google.com/maps?q=23.578,58.419",Entire rental unit,entire_home,2,2,5,0,2,538090518,Kayan,,1,-1,,,66,49,9831,11804,304,21,0,f,,6/4/2024,1/16/2026,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1044149950846560372/original/3960fb2d-6972-4652-9565-8023a9e72ba5.jpeg?aki_policy=large
1146800741360285044,chill vibe place,https://airbnb.com/rooms/1146800741360285044,23.578,58.297,"https://www.google.com/maps?q=23.578,58.297",Entire rental unit,entire_home,1,2,4,0,1,468096391,Amna,,1,-1,,,66,20,4013,4818,304,35,0,f,,5/28/2024,1/16/2026,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1146800741360285044/original/73e6d6c7-7b00-4abf-934f-fd1abf1b2497.jpeg?aki_policy=large
1047684150012863157,"City Gem - 2 Bedroom
3 Beds",https://airbnb.com/rooms/1047684150012863157,23.623,58.504,"https://www.google.com/maps?q=23.623,58.504",Entire rental unit,entire_home,2,3,3,0,1,165171323,Saud,,2,f,18,13,173,73,38590,46333,304,11,0,f,,1/2/2024,1/16/2026,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,,,https://a0.muscache.com/im/pictures/miso/Hosting-1047684150012863157/original/2616cec4-fd39-47a8-aa8e-9729a9d1081a.jpeg?aki_policy=large
1069674386321133422,Muttrah Sea View,https://airbnb.com/rooms/1069674386321133422,23.62116,58.56365,"https://www.google.com/maps?q=23.62116,58.56365",Entire rental unit,entire_home,1,1,4,0,0,65311746,Ahmed,,1,s,0,,158,19,9126,10957,304,35,0,f,,2/6/2024,1/16/2026,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1069674386321133422/original/7f508f8c-8748-4dd9-bc68-07fc942b61de.jpeg?aki_policy=large
54134960,Lovely 2-bedroom apartment at AlMouj with a pool,https://airbnb.com/rooms/54134960,23.62794,58.26614,"https://www.google.com/maps?q=23.62794,58.26614",Entire rental unit,entire_home,2,2,6,100,97,72668100,Bader,1,2,m,65,13,171,61,32321,38935,303,11,0,f,,4/16/2022,1/16/2026,,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-54134960/original/d242de51-aa73-487e-a4b4-709798819c10.jpeg?aki_policy=large
43489823,"Luxury 1-bedroom Apt. @ The Walk, Almouj, The Wave",https://airbnb.com/rooms/43489823,23.62802,58.26519,"https://www.google.com/maps?q=23.62802,58.26519",Entire rental unit,entire_home,1,1,2,100,62,31969506,Hilal,1,2,f,35,,114,71,24945,30049,303,12,0,f,,,1/16/2026,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-43489823/original/ab25c8bf-1390-499a-ab02-d3b66220ddc9.jpeg?aki_policy=large
744873990887716468,Standard 4 bed room villa,https://airbnb.com/rooms/744873990887716468,23.64282,58.21051,"https://www.google.com/maps?q=23.64282,58.21051",Entire villa,entire_home,4,6,12,90,57,458008292,Abdulaziz,,1,s,0,,205,37,22983,27686,303,12,,f,,1/17/2023,1/16/2026,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-744873990887716468/original/cad3c064-641c-403d-bebd-50f9f1bcc4cb.jpeg?aki_policy=large
38668187,Guest room in Qantab village,https://airbnb.com/rooms/38668187,23.56096,58.62728,"https://www.google.com/maps?q=23.56096,58.62728",Private room in home,private_room,1,1,2,100,52,171534241,Abdullah,8,1,f,0,,27,32,2618,3154,303,9,0,f,,,1/16/2026,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/6677d5cc-6695-4b78-bbf6-c79a2a9ad9ee.jpg?aki_policy=large
1035432386688869338,Old Muscat- Sidab,https://airbnb.com/rooms/1035432386688869338,23.605,58.6,"https://www.google.com/maps?q=23.605,58.6",Entire guest suite,entire_home,1,1,2,100,40,187676663,Mazin,,2,f,0,,32,60,5818,7008,303,31,0,f,,12/5/2023,1/16/2026,,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-1035432386688869338/original/c1e023b2-21c2-4e86-8af4-20a5deafbbe5.jpeg?aki_policy=large
623069034977410669,Lovely 2 bedroom apartment for family,https://airbnb.com/rooms/623069034977410669,23.63,58.494,"https://www.google.com/maps?q=23.63,58.494",Entire vacation home,entire_home,2,3,4,90,28,458231856,Sabah,,1,f,0,,85,58,14938,17995,303,20,0,f,,1/17/2023,1/16/2026,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-623069034977410669/original/1041a8e8-ebe0-4e4b-963a-703b47445876.jpeg?aki_policy=large
1078687955320298302,Premier Qurum Suite Location close to beach,https://airbnb.com/rooms/1078687955320298302,23.63,58.485,"https://www.google.com/maps?q=23.63,58.485",Private room in home,private_room,1,2,2,100,22,557923135,Lynette,,3,m,13,,56,49,8665,10438,303,27,0,f,,2/6/2024,1/16/2026,,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-1078687955320298302/original/4d0de950-da8d-4bb9-8cb0-6c29e69cbff0.jpeg?aki_policy=large
1077891699731801640,Prestine Beach/Spacious/Comfortable Villa OGP1352,https://airbnb.com/rooms/1077891699731801640,23.56193,58.62919,"https://www.google.com/maps?q=23.56193,58.62919",Entire home,entire_home,4,6,16,90,18,45785295,Vincent,,1,f,39,39,194,48,28956,34881,303,19,0,f,,2/6/2024,9/5/2025,,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1077891699731801640/original/6e35b98e-48f9-480b-9290-ca2443c7651a.jpeg?aki_policy=large
42400489,Middle of everywhere,https://airbnb.com/rooms/42400489,23.541,58.356,"https://www.google.com/maps?q=23.541,58.356",Entire condo,entire_home,2,2,4,100,5,184429915,Issa,,2,f,0,,84,50,12726,15330,303,5,,f,,5/24/2022,1/16/2026,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/0779750b-694b-48fd-ae9a-6613a5ed6bee.jpg?aki_policy=large
610309853528811833,Amazing Marsa Gardens Flat with garden & pool view,https://airbnb.com/rooms/610309853528811833,23.63066,58.27097,"https://www.google.com/maps?q=23.63066,58.27097",Entire condo,entire_home,2,2,6,90,60,434715654,TheFlat,,1,f,52,182,134,54,22685,27417,302,16,,f,,1/17/2023,1/16/2026,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,https://a0.muscache.com/im/pictures/fcc5c478-ca6d-46c4-ad5c-72bd3ff5a9c4.jpg?aki_policy=large
958488150137631727,Kama Place,https://airbnb.com/rooms/958488150137631727,23.613,58.466,"https://www.google.com/maps?q=23.613,58.466",Entire rental unit,entire_home,2,2,4,100,40,269773529,Ilya,,2,m,26,,111,84,28600,34566,302,17,0,f,,11/8/2023,1/16/2026,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-958488150137631727/original/bd21c94b-36b5-4b7a-ac71-120a6a380fa2.jpeg?aki_policy=large
953615494321167997,One Bedroom DT,https://airbnb.com/rooms/953615494321167997,23.62885,58.23274,"https://www.google.com/maps?q=23.62885,58.23274",Entire rental unit,entire_home,1,1,2,0,2,201601975,Khalid,,2,s,13,26,71,45,9714,11740,302,5,,f,,11/8/2023,10/10/2025,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-953615494321167997/original/cb7b8381-cc72-4bd7-8bca-8b5549d6bbbe.jpeg?aki_policy=large
585765385674253241,Prime Location Apartment at Muscat Grand Mall,https://airbnb.com/rooms/585765385674253241,23.59,58.412,"https://www.google.com/maps?q=23.59,58.412",Entire rental unit,entire_home,1,2,3,100,82,249207781,Mazin,,1,m,0,,86,90,23297,28251,301,24,0,f,,1/17/2023,1/16/2026,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,,,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTg1NzY1Mzg1Njc0MjUzMjQx/original/0e5fcaa3-e28d-407c-a1b3-7dd9ff45306e.jpeg?aki_policy=large
1045540813913525550,Sukoon  Luxurious Apartment Near The Beach 76,https://airbnb.com/rooms/1045540813913525550,23.6,58.401,"https://www.google.com/maps?q=23.6,58.401",Entire rental unit,entire_home,1,1,3,100,60,496165069,Sukoon,,2,f,0,16,86,75,19414,23542,301,14,0,f,,12/26/2023,1/16/2026,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1045540813913525550/original/435559e8-9814-406b-9d46-6afc99f37e60.jpeg?aki_policy=large
799706510577529712,Woody Flat,https://airbnb.com/rooms/799706510577529712,23.62924,58.26855,"https://www.google.com/maps?q=23.62924,58.26855",Entire condo,entire_home,2,2,6,90,54,434715654,Abdulla,,1,f,52,13,125,57,22070,26763,301,12,,f,,2/23/2023,10/10/2025,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/aeef1c84-1d4c-4907-b5cf-77306337e1ab.jpg?aki_policy=large
16172682,Bedroom and private bathroom  2 mins from beach.,https://airbnb.com/rooms/16172682,23.61573,58.47093,"https://www.google.com/maps?q=23.61573,58.47093",Entire rental unit,entire_home,1,1,3,100,24,105572392,Hilde,1,2,s,0,23,67,37,7437,9048,300,5,0,f,,,1/16/2026,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,,,https://a0.muscache.com/im/pictures/78d56e30-729e-46f7-8705-7dd61694e46e.jpg?aki_policy=large
941698205020624323,Nice room's next to sea muscat,https://airbnb.com/rooms/941698205020624323,23.56519,58.36631,"https://www.google.com/maps?q=23.56519,58.36631",Private room in guesthouse,private_room,1,1,2,0,1,508185112,Zahra,,1,f,0,,26,13,1014,1234,300,25,0,f,,11/8/2023,1/16/2026,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,,,https://a0.muscache.com/im/pictures/173c4f01-e556-47f7-bbf0-88014b2010c1.jpg?aki_policy=large
47470686,Comfortable/Clean and Affordable Place OGP1865,https://airbnb.com/rooms/47470686,23.5918,58.4409,"https://www.google.com/maps?q=23.5918,58.4409",Private room in villa,private_room,1,1,3,90,45,45785295,Vincent,35,1,f,25,6,22,61,4199,5143,298,8,0,f,,,6/6/2025,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,https://a0.muscache.com/im/pictures/d6131746-8984-48b3-8bf2-77691ced5408.jpg?aki_policy=large
1021183284435165272,A place to stay with pleasure,https://airbnb.com/rooms/1021183284435165272,23.57758,58.40307,"https://www.google.com/maps?q=23.57758,58.40307",Private room in rental unit,private_room,1,1,2,0,0,542414129,Ali,,1,f,0,,28,15,1252,1533,298,28,0,f,,11/21/2023,1/16/2026,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-1021183284435165272/original/ffbf1a59-2f99-43c5-afa0-3bf21eceec1f.jpeg?aki_policy=large
1341487394575329692,Lovely Omani Home. Peaceful Oasis in the City.,https://airbnb.com/rooms/1341487394575329692,23.539417218696777,58.40270172913056,"https://www.google.com/maps?q=23.539417218696777,58.40270172913056",Entire home,entire_home,2,3,4,0,0,4449531,Ali,,3,-1,,,96,22,6294,7709,298,37,0,f,,2/4/2025,1/16/2026,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1341487394575329692/original/431f5797-48ba-4b09-bb32-dc8f5a03ab5f.jpeg?aki_policy=large
20439807,"Flat in Mabela 2 rooms, hall, 2 toilets, kitchen",https://airbnb.com/rooms/20439807,23.59269,58.41862,"https://www.google.com/maps?q=23.59269,58.41862",Entire rental unit,entire_home,2,2,6,0,0,141825688,Mohamed,1,2,f,0,,69,17,3484,4282,297,33,,f,,,10/10/2025,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/f9c0b2de-329f-45e6-891f-45b0e43dfa60.jpg?aki_policy=large
1036853841732790954,VILLA seeb 2 MIN walk to the beach,https://airbnb.com/rooms/1036853841732790954,23.68822,58.16651,"https://www.google.com/maps?q=23.68822,58.16651",Entire villa,entire_home,3,3,5,100,5,263188277,Samar,,1,f,0,,122,67,24195,29835,296,10,0,f,,3/12/2024,1/16/2026,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1036853841732790954/original/1cca1c07-1446-4377-8d9e-35e8d6222c41.jpeg?aki_policy=large
1166770799171677848,Remal Boushar 2,https://airbnb.com/rooms/1166770799171677848,23.558,58.412,"https://www.google.com/maps?q=23.558,58.412",Entire rental unit,entire_home,2,2,5,70,5,534966996,Abdullah,,1,-1,,,58,33,5665,6986,296,32,0,f,,6/11/2024,11/25/2025,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/hosting/Hosting-1166770799171677848/original/f91f2b3c-439a-461d-ab0f-add3dfa9fa2d.jpeg?aki_policy=large
894671066220076522,Large 1 Bedroom Apt. in Bousher,https://airbnb.com/rooms/894671066220076522,23.55449,58.40005,"https://www.google.com/maps?q=23.55449,58.40005",Entire rental unit,entire_home,1,2,2,100,9,95147929,Mike,,3,f,0,,48,78,11045,13666,295,7,0,f,,7/31/2023,1/16/2026,,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-894671066220076522/original/265ba2cc-1a0c-49f4-9445-c8ce36ec44b2.jpeg?aki_policy=large
1077861085977783716,Private and quite room,https://airbnb.com/rooms/1077861085977783716,23.63063,58.2651,"https://www.google.com/maps?q=23.63063,58.2651",Private room in rental unit,private_room,1,1,2,100,8,256845432,Utopia,,1,f,0,,79,31,7176,8939,293,33,0,f,,4/9/2024,1/2/2026,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,,https://a0.muscache.com/im/pictures/miso/Hosting-1077861085977783716/original/f92eed8d-7a23-463f-a3e4-ec4be22c1826.jpeg?aki_policy=large
